shift_batch_id,production_volume_kg,chemical_usage_liters,etp_status,electricity_usage_kwh,,etp_cost_bdt,etp_capacity_liters,ph,bod_mg_per_l,cod_mg_per_l,risk_score
B60957,3592.1,37396,1,8063.8,,1378.3,72894,7.67,87.6,236.2,10.54
B13678,3736.8,34967,1,10849.4,,1689.6,72907,7.46,95.2,177.2,8.01
B66497,5385.3,54155.4,1,11330.8,,1467.2,66204,7.95,108,222.8,13.44
B95590,3354.2,21947.8,0,11480.4,,49.2,57105,10.26,767,1947.5,92.58
B21951,5377.6,47574.4,1,18541.5,,444.3,41896,6.46,20,71.1,7.49
B89740,6658.7,50127.7,0,15377.7,,67.8,44801,11.93,303.3,700.5,91.21
B32117,6337.3,64066,1,17250.4,,1344.5,58900,8.15,145.9,376.8,21.67
B67898,6476.8,56663.3,1,16468.6,,1109.4,63853,6.75,139.5,419.1,12.87
B70160,2200.8,22722,1,5600.7,,973.2,63584,8.77,146,304.8,14.37
B90143,4295.9,44348.6,1,9038.2,,613.2,60780,6.91,68.8,146.1,2.01
B40684,3175.1,25021.2,1,9409.4,,1423.4,69887,8.51,73.6,261.6,13.79
B39997,5109.6,43130.7,0,11651,,33.2,61649,10.35,546.4,1670.9,96.69
B99413,3332.6,30694.4,1,6951.1,,1611.1,66486,7.62,135.9,318.8,14.05
B20658,3132.5,25358.1,1,6417.1,,1182.6,51755,7.52,84.4,322.2,17.09
B76697,4349.7,35382.5,1,10565,,731.8,43443,7.34,81.3,167.3,4.81
B47169,4812.6,36516.9,1,16927.3,,1142.6,50895,7.03,86,322,9.55
B60176,1038.9,10094.6,1,3543.9,,1513.6,67042,7.28,145.8,560.6,10.7
B63616,8085.8,65536.2,1,15906.8,,1329,53664,6.45,154.1,444.6,17.88
B95309,1471.3,15163.9,1,5502.6,,1465.5,63265,7.62,93.3,323.1,14.52
B21490,5759,56574.4,1,17706.7,,1610.5,78073,8.82,134.8,336.2,14.29
B91912,1935,12885.9,1,4325.5,,1212.3,64519,7.23,163.3,512.7,13.42
B85221,5272,46993.2,0,10947.4,,0.3,50140,12.52,616,1941.1,100
B34895,6162,51253.3,1,22413.7,,1662.2,73931,7.18,129,315.9,12.93
B73880,7793.7,52227.2,1,24977.1,,1547.8,66053,6.06,101,323.7,14.1
B13908,6763.1,67142.1,1,15465.9,,1462.9,60405,7.8,97.2,300.3,14.18
B27126,5745.3,45322.6,0,13026.6,,55.6,55154,11.35,497.7,1843.6,100
B84282,1410.9,11521.2,1,5232.2,,1369.7,64681,7.1,83.4,220.7,5.03
B91730,2255.4,16888,0,5181.2,,29.2,70662,12.8,492.2,1123.3,96.23
B12906,6174.2,56460.1,0,17278.2,,0.4,84650,9.63,615,1973.1,89.46
B32976,2319.1,24273.6,0,4718.6,,38.8,74495,11.15,638.9,1563.3,94.36
B75257,7135.3,73124.5,1,20008.9,,1725.2,77673,6.85,63.1,171.9,7.49
B34629,4219.3,38929.1,1,13963.8,,1576.5,61118,7.55,93.6,273.8,7.9
B32295,2915.8,29096.4,0,9789.2,,4.4,50557,11.13,752.3,1894,92.32
B99148,4820.7,35658,1,12113.4,,1870.7,74857,6.48,129.7,473.8,15.72
B80966,5780,58272.9,1,13845.1,,1661.9,61928,8.85,120.1,390.1,17.15
B41642,8174,58595.7,1,27429.5,,1527.3,82628,6.81,127.6,317.5,13.12
B70868,2317.7,15265.6,0,4175.6,,32.3,84259,10.52,428.7,1278.9,90.5
B50912,2499.3,19874.8,1,7023.8,,1623.2,90000,6.26,121.3,312.9,14.11
B39150,5251.6,52038.5,1,10611.1,,587,46008,6.82,118.9,387.7,12.45
B38585,2462.9,22208,1,5435.3,,1351.5,71223,8.26,111.6,447,14.78
B92502,4966.6,42040.7,1,13745.7,,1638.9,70407,7.53,164.8,512.9,8.08
B94198,6940.8,61062.9,0,13436.2,,17.5,51858,9.6,606.8,1865.2,86.95
B22697,2136,21496.4,1,6967.3,,711,56706,6.94,113.4,429.2,11.09
B87684,2804.8,28772.1,1,6096.8,,941.1,67091,6.31,86,219.4,6.58
B91918,4440.1,29112.7,1,11674.8,,1269.5,77512,8.62,135.5,406.7,20.26
B27169,4841.4,40651.6,1,11439.7,,1479.2,77460,8.2,128.7,425.1,21.04
B76678,5968.9,42917.2,1,19621.5,,1258.1,62746,7.87,180.1,520,25.3
B18739,4090.7,38956.8,1,13097.4,,1316.3,71519,6.41,181.6,570.7,16.03
B23972,6392.3,54657.9,0,16655.2,,42.8,76113,12.48,690.9,1896.2,98.7
B63971,5903.4,59779.6,1,11441.2,,1351.8,58706,8.4,177.8,655.8,22.86
B82457,5150.7,44882.6,1,15905,,926.4,55562,6.89,95.9,282.2,7.9
B59657,5108.4,48793.3,1,16811.6,,1334.9,60683,6.99,78.2,217.6,8.31
B87168,6069.7,40958.1,1,19644.8,,1336.8,67843,6.85,55.3,159.5,11.14
B31899,3094.4,21954.5,1,9837.3,,606.8,47214,6.6,151.1,544.3,18.24
B95288,8889.8,92769.9,1,19451.9,,1133.9,61370,8.93,102.3,350,19.86
B43396,5599.3,39960.3,1,14093.7,,907.2,51835,7.34,112.8,363.3,11.19
B14397,7668.6,77343.6,1,19242.6,,1123.5,49515,6.25,139.6,447.2,18
B17121,5524.3,50539.1,1,13564.4,,1094.4,62487,7.66,104,293.2,9.81
B52085,3366,25405.7,1,7585.8,,927.1,55606,8.19,85.6,283.9,10.22
B96159,5455.6,49591.9,0,12674.1,,12.9,53553,10.86,390.7,1057.2,85.66
B56692,4450.7,35881.2,1,14711.9,,771.8,59321,7.02,115.5,256.8,9.19
B93953,4542.7,34168.1,1,14098.4,,1235.3,83946,7.93,160.1,374.3,20.8
B53347,4463.5,42265.4,0,11462.5,,19.9,57848,12.78,698.1,2006.5,100
B31990,4131.9,38400.5,1,14107.9,,971.4,42672,7.34,131.7,515.1,9.69
B23228,6852.9,50698.6,1,23531.2,,1289.2,75294,8.33,163.1,518.1,23.93
B68722,3699.8,30944.1,0,7949.6,,3.8,56721,12.77,852.9,2858.7,100
B97721,7853.3,64552.7,1,16489.3,,443.7,30441,6.76,150.7,531.3,8.95
B49220,1913.4,17842,1,4339.3,,620.1,46332,8.46,101.2,335.4,18.01
B78662,2616.8,24147,1,9013.3,,1150,71029,6.93,147.2,355.8,18.17
B13877,4187.8,41630.4,1,12828.6,,790.2,60757,8.23,85.7,256.8,11.6
B39880,4136.2,41389.6,1,8431,,1393,86146,7.08,94.3,283.2,6.72
B60771,4797.6,37587.1,1,12801.8,,2065.9,88556,8.21,81.4,292.5,10.86
B47022,6911.7,65400.1,1,17475.4,,1605.7,59735,7.2,108.4,354.5,17.69
B60010,3563.4,25763.6,1,9386.7,,1212.4,68909,8.12,133.5,378.3,15.21
B15858,1406.5,10756.6,1,5231.3,,1230.2,58929,7.3,144.8,403.4,12.56
B82600,6485.2,43334.6,1,15368,,1477.2,60840,7.54,149.1,482.9,16.81
B12830,2502.3,20618.8,0,7050.1,,61.3,73343,12.3,789.5,2553,100
B78745,506.5,4671.9,1,2420.3,,835.8,38236,8.92,140.8,534.1,24.37
B38977,4643.7,31615.8,1,12289.3,,1484.7,58845,6.12,60.1,198.7,13.08
B17425,4493.8,32578.1,1,14469.2,,1063.9,79973,6.53,101.4,428,7.32
B68635,513,4206.7,1,2426.1,,1457.8,76599,8.17,92.8,358.3,15.04
B52087,714.4,5071.5,0,1869.3,,6.5,46377,11.6,370.2,867.1,81.61
B63934,5525.4,55349.1,0,18080.3,,23.7,60301,11.73,399.1,1487.6,94.38
B36047,4478.6,38613.3,1,9820.7,,1094.2,71245,8.82,127.3,427.1,13.66
B89894,3246.9,33435.8,0,7521,,29.2,67081,12.66,828.7,2270.1,100
B95136,4704.8,43314.4,1,15603.3,,1310.3,66442,8.23,42.7,85.8,11.01
B67647,4422,30061.8,1,12486.8,,644.5,52360,6.69,116.9,408.1,14.96
B75002,3442.7,33760.8,1,8637.1,,751.6,47653,8.82,119.9,384.3,16.68
B87694,3620.7,31252.1,1,8192,,583.1,45359,7.81,57.8,229.5,8.45
B59354,5787.1,51167.9,1,13011,,1922.8,77534,8.95,108.4,320.7,18.43
B34506,5085,41521.4,1,10354.5,,1002.4,66121,8.02,79.9,256.2,9.48
B55100,3060.8,24994.6,1,7058.5,,1180.4,49850,6.17,206.5,599.5,14.78
B64597,3758.3,34029.2,0,7526.7,,26,40827,9.92,477.1,1771.2,86.4
B78644,5148,44930.9,0,12466.9,,59.2,78874,11.8,855.2,1927,91.48
B19686,4945.2,43277.7,0,9846.9,,69.8,72604,10.53,857.8,2195.4,93.14
B16985,2467.4,16343.5,1,5853.7,,1458.8,60384,7.41,87,281.6,3.86
B29822,7900.5,67974.8,0,16539.3,,30.4,55003,10.59,520.6,1839.3,91.29
B20660,2795.1,27275.8,0,6250.4,,79.2,60059,9.7,725.8,2557.8,98.19
B95815,3119.3,24824.8,1,8077.7,,1275.7,69456,8.2,69.8,186.3,8.93
B27926,4487.7,46098.3,0,10007.1,,69.7,41568,11.94,338.3,975.7,95.36
B34755,4882,41933.5,1,12035,,1427.6,69836,6.46,107.8,379.1,14.88
B95462,4934.4,49284.7,1,10251.8,,1572.2,69595,7.77,91.4,202.9,9.79
B41596,4742.3,31938.8,1,15339.6,,2100.8,83751,6.93,79.6,176.9,4.04
B50997,6517.3,62972,0,12758.6,,66,85981,10.81,981.1,3423.9,91.08
B77738,1674.7,16635.4,1,3810.8,,635.3,63369,6.04,131.2,405.2,17.08
B40477,7233.4,56715.6,1,21890.6,,1497.6,67884,6.9,138,299.3,10.92
B58081,3574.7,29864.3,0,10176.1,,49,64083,12.44,595.3,1929.5,100
B77698,6870.4,57536.6,1,22726.9,,904,62385,7.87,84.4,252.6,13.43
B25225,2081.7,15971.1,1,7745.2,,1175.1,60243,6.06,132.8,313.5,18.74
B44178,5273.4,34237.6,1,14822.4,,2015.8,74028,6.76,97.6,305.7,8.35
B52872,5818.4,52400.1,0,13998,,11.6,67685,11.72,704,2188.6,100
B92807,1476.2,12416.1,1,5516.5,,930.8,59204,7.6,147.2,395.5,14.77
B13724,4862.2,34803.9,1,11348.3,,1026.4,70596,7.83,130.1,361.1,12.5
B99351,3134.1,28309.7,1,7823.3,,1528.7,65235,7.51,152.7,485.3,10.94
B15005,4447.6,38488.9,0,9147.3,,72.3,45294,9.66,364.2,1071.6,81.53
B48114,3610,36132,1,7198.5,,1423.9,61981,7.42,153.4,461.3,15.19
B91137,2708.1,18861.6,1,8776.4,,1116.7,56923,8.24,164.4,379.9,24.68
B86219,2899.5,23834.7,0,8844,,60.6,62637,12.72,601.6,2037.5,100
B61660,300,1569.2,1,1295.1,,1649.3,84917,6.6,159.2,544.5,17.5
B51916,1895.9,12764.9,1,7300.3,,1440.3,53806,7.18,60.1,163.7,6.67
B99923,2450.7,22628.8,0,6791.3,,11.5,63136,10.9,449.8,1106.5,90.72
B29602,2049.7,15797.1,1,6550.1,,798.9,68011,6.66,100.4,301.8,12.33
B34428,5479.1,44855.3,1,11136.1,,555.6,48775,7.23,102.8,298.9,7.13
B67989,5512.9,38468.7,0,16970.1,,5.4,56883,10.43,718,2152.4,99.4
B79552,2103.5,17740.6,1,4682.9,,1454.3,64196,8.72,161,549.8,22.97
B23565,5816.5,52964.9,0,18735.9,,39.3,52904,10.22,349.5,849.5,75.25
B78592,5599.6,39329.5,1,15472.2,,1498,54028,7.06,91.2,241.3,5.97
B30208,8171.4,85717.5,1,23833.6,,996.3,63475,7.76,144.3,522.9,21.31
B59173,6564.6,61066.5,0,16753.8,,79.3,70565,10.84,733.4,2409.1,93.99
B18694,5117,38066.7,1,9968.2,,940,65856,8.13,93.9,353.9,17.22
B77697,7264.2,65799.6,1,13896.7,,1024.1,49891,7.74,126,371.7,9.73
B64163,3917.4,32183.2,1,7753.8,,1472.4,57578,8.89,124,399.5,22.29
B98283,1173.5,10326.9,1,3884.7,,1295.4,53382,7.63,148.2,464.4,19.5
B82463,4262.5,40121.5,1,9492.5,,1076.6,54808,7.33,102.5,380.3,12.64
B87866,7087.2,65259.1,0,23393.1,,37.5,52727,9.67,460.4,1615.7,85.14
B60213,3532.5,35917.8,0,12116.3,,18.6,59480,12,628.8,2179.3,100
B95802,5582.4,36628.2,0,16161.7,,10.5,52702,11.29,708.1,1783.3,100
B51044,4268.5,30840.3,1,14437.7,,1094.6,29612,6.08,119.7,311.8,17.45
B74362,5557.8,53251.7,1,16126.5,,683.9,78954,7.8,149,428,11.91
B88605,4803.9,49767.9,1,16451,,859.8,63062,6.71,140.8,424,11.14
B43279,3129.7,30792.1,1,10213.4,,1232.5,56537,7.42,151.6,357.2,17.87
B35047,6113.6,63604,1,19362.3,,1285.4,52302,6.57,166.4,514.2,15.85
B74699,4165.6,36017.6,0,12403,,60.9,56584,12.86,512.9,1902.7,98.82
B11043,4635.2,30689.2,1,16095.2,,1422,60257,8.19,84.1,251.9,10.98
B49107,4922.9,47552.4,0,16957,,44.1,57837,10.85,493.4,1797,88.51
B21297,4128,41798.1,0,12002.9,,17.6,52346,11.96,952.9,2215.4,100
B60275,4633.4,40986.9,1,13597.6,,1431.4,59922,6.15,117.4,308.7,9.58
B97555,4036.2,29144.9,1,8837.3,,1166.6,52161,8.32,148.6,417.6,18.32
B15442,5633.3,57177.1,0,18737.9,,10.5,50292,11.27,699.2,1627.5,91.33
B29122,1744.8,18275.7,1,4192.1,,1254.8,68921,8.31,108.9,318,11.02
B57393,5480,42756.2,1,16990.7,,1561.6,65312,7.42,25.8,122.3,1.51
B37793,5178.1,53886.2,1,17533.2,,1748.5,77511,8.79,125,282.8,20.52
B18795,1776,17445.8,1,5534.2,,882.8,55715,6.8,193.1,512.5,11.58
B88724,3716.1,26726,1,9435.1,,1113.4,50935,7.07,131.6,393.1,5.67
B49914,3551,35009.4,1,10940.6,,984.4,53326,7.65,70.4,219.6,4.99
B75148,2145.6,21108.3,1,6107.3,,1609.5,79145,6.15,110.9,402.7,22.97
B56323,4962.7,35692.3,1,16847.1,,1387.6,90000,6.61,53.8,199.4,3.05
B12277,3569.3,27560.9,1,12054.9,,474.2,48248,6.66,120.6,412.4,13.33
B98771,1472.2,10109.2,1,3564,,1430.4,64895,8.51,93.3,290.2,14.96
B53890,4183.1,34281,1,8947.6,,851.3,63340,8.67,67.5,232.6,17.53
B68321,3566.1,33009.6,0,6284.5,,3.2,58392,11.72,602.6,2233.7,97.82
B66984,8933.1,93404.5,1,29939.2,,905.8,53907,6.1,157.7,408.4,18.42
B76506,2727.9,21599,1,7388.9,,1310.5,57960,8.29,148.4,329.1,16.37
B26960,5862.2,59562.3,0,16768.5,,65,57933,9.74,570.5,1739.2,89.1
B84876,1095.5,8688.5,1,3258.7,,1315.6,57137,7.52,95.3,229.2,11.21
B50078,6255.2,56232.7,1,17056.6,,1261.4,64069,6.77,167.1,380,16.57
B97330,5175.6,53006.1,0,14787.9,,65,74457,10.02,622.8,1822.6,90.41
B20927,1604.3,16400.3,1,5326.8,,1524.8,70895,8.29,106.4,354.7,16.03
B13548,4256.7,32984.2,1,10347.7,,1394,72351,7.27,139.4,529.6,15.07
B89071,3179,32424.1,1,11604.2,,886,52200,7.44,73.3,190.1,8.94
B76147,1598.9,16233.5,0,3433.7,,38.6,70773,10.59,559.9,1697,93.86
B82276,4330.2,45241.8,1,13160.7,,917.5,50151,8.53,79.1,190.4,13.14
B30934,4035.9,39610.3,1,13091.6,,1744,74796,6.56,98.3,310.6,9.87
B75840,4442.4,30366.4,1,11400,,1456,73923,8.22,131.9,321.5,20.5
B58650,6544.9,54906.4,1,17710.5,,1661.8,84404,6.42,185.8,611.1,19.33
B84171,4523.6,41920.9,1,12981.3,,894.6,57545,6.88,128.8,340.3,14.21
B63402,4703.8,34333.8,0,15798.4,,68,64038,9.7,548.5,1945.1,84.29
B24514,3991.7,30966.3,1,8444.2,,796.1,48049,7.53,161.8,451.2,14.34
B96129,2773.5,28745.8,1,9114.4,,938.3,58186,6.77,107.9,302.8,11.97
B38890,6525.4,54702.8,1,13871.2,,860.6,56042,8.9,58,201.4,12.63
B61869,2305.6,23046.2,1,5995.5,,1232.4,80752,7.29,177.1,607.1,15.64
B19979,5144.1,49213.3,1,17827.5,,894.6,42396,8.02,97.7,214.6,12.12
B75040,1904.1,17036.2,1,6977.1,,858.6,78994,8.16,146.5,317.8,14.28
B81577,6327.9,56850,1,18850.4,,1903.1,84122,6.88,102.2,256,11.47
B69570,5269.3,46335.6,1,17700.4,,957.3,60125,6.91,117.3,249.1,4.93
B73053,5587.3,45659,1,15434.9,,1071.9,61409,6.56,155,388.3,14.61
B20510,2518.6,17434.8,0,7535.4,,16.5,78421,12.2,441.2,1284,97.87
B47112,3828.5,32426.6,1,11104.6,,661.5,45116,8.32,130.3,441.6,22.88
B41313,3479.3,23524.3,0,9765.7,,34.7,71842,10.95,267.3,1015.1,86.54
B90629,4912.2,49937.7,1,17238.6,,840.1,54057,8.84,169.5,584.4,22.89
B43493,3694.6,29537.4,1,9668.1,,1896.3,80481,8.48,122.2,424,16.11
B59085,3521,28660.5,1,9330.1,,1088.8,64703,8.74,82.4,261.6,14.53
B69215,2372.2,20144.7,1,8382.7,,1931.7,81836,7.15,118.9,405.1,7.18
B13597,5574.1,50574.4,1,11885.7,,1674.7,62925,8.2,120.3,381.1,14.45
B15337,4200.6,43805.8,1,12434.2,,1084.6,46266,7.16,151.9,397.6,12.55
B63439,3793,39295.7,1,9963.5,,1297.2,61989,8.01,106.7,301.5,12.4
B88942,6771.4,70439.8,1,22468.1,,1049.1,65538,8.13,166.6,511.4,14.71
B37214,3322.6,25525.5,1,9617.4,,1744.1,74722,7.33,108.8,239.8,6.47
B25012,4307.2,44822.2,1,14402.7,,1376.1,58258,6.51,130.2,473.7,13.09
B19921,6783.3,65988.2,0,13203,,27.2,66674,12.32,468.7,1297.9,99.47
B26920,3340,30132.3,1,11569.5,,1383.9,73397,7.18,180.1,534.2,16.77
B61062,4409.9,29432.8,1,8936.5,,1254.9,56732,7.32,56.7,206.8,6.33
B45566,5538,51955.2,0,14466.6,,28.3,77356,12.58,753.4,2837.9,100
B60679,4764.1,45075.5,1,13045.9,,1347.9,68169,8.63,99.9,264.5,18.73
B77075,6109.1,44251.3,1,19804.7,,884.2,57235,7.45,128.9,333.6,13.58
B17799,4004.5,32649.8,1,13150.6,,1500.1,61274,7.55,147.1,406.9,13.69
B85509,3885.7,26001.4,0,8489.5,,25.3,46768,9.59,555.7,1596.4,85.83
B22104,1813.9,16269.3,0,3214.2,,11.5,72019,9.8,346.8,1292.7,86.45
B39670,4083.6,34552.9,1,9395.9,,1416.6,72562,6.04,148.4,395.3,23.84
B40193,5191.1,50386.9,1,18147.7,,677.4,41367,8.64,128.1,407.9,22.05
B87005,5902.6,49703,1,12951.8,,1562.4,64485,8.56,86,242,11.25
B90967,4386,40104.8,1,12021.6,,1625,73634,7.59,137.8,344.1,18.26
B44104,5329.5,53020.8,0,18294.4,,51.9,52314,10.38,524,1714.6,92.66
B20511,5622,40424.4,1,19819.2,,1192.6,63909,6.46,137.4,491.6,16.99
B77033,6078.9,59909.3,1,17344.7,,1157.1,70820,7.35,169.1,481.5,18.71
B89634,4230.6,36743.6,1,11794.4,,1059.3,71817,8.53,179.1,621.8,21.65
B90552,4891.8,48480.4,1,11897.5,,1299.3,67693,6.27,201.4,655.2,21.1
B95619,6107.3,40828.4,1,13063,,1033.5,58725,8.25,47.2,159.8,8.74
B73911,3905.3,34203,1,8572.3,,1612.7,61053,7.39,108.4,356.2,13.13
B19067,1311.5,12374.1,0,3175.3,,13,53772,10.46,410.1,1004.7,80.66
B17017,7207.3,57457.7,0,16324.9,,17.6,73859,10.75,416.3,1277.1,85.11
B31276,5031.1,51690.5,1,14018.9,,980.4,60567,7.13,95.3,234.2,7.96
B31171,1337.7,8839.7,1,4203.5,,1048.9,58944,8.53,160,596.6,20.69
B13824,6061.3,49066,1,21402.9,,1595.3,77056,6.52,89.8,270.5,10.66
B66516,4266.5,44095.5,0,14009,,9.8,66200,12.07,782.2,1821.2,98.93
B77186,7224.7,64040.9,1,25278.5,,775.2,58231,7.93,108.8,397.9,14.9
B22156,3858.8,29819.3,0,9619.1,,32.5,61400,12.73,674.5,2013.8,100
B21475,7575.6,66907,1,16067.1,,1130.4,77628,8.44,116.4,346,13.99
B44854,6569,68783.4,1,12852.5,,1554.4,83408,7.77,56.5,200.9,12.05
B69809,3809,36513.7,1,9478.1,,1194.3,55364,8.9,135.7,329.5,19.85
B10510,4708.7,43224.7,1,11399,,1309.1,49293,8.95,167.6,562.2,23.31
B40893,4346.1,30578.7,1,13419.1,,632.7,43457,6.91,76.8,294.8,3.25
B63024,4602.4,38678.5,1,11521.6,,989.3,56273,8.23,98.4,248.3,12.9
B58606,2572.9,16956.2,1,9286.5,,400,38850,6.46,142.3,452.9,20.82
B84195,6303.1,64290.7,1,17553.9,,1091.1,52055,7.16,79.5,283.7,4.56
B73271,6442.4,66415.8,0,21332.6,,78.7,62557,12.14,633.6,1729.3,97.6
B98239,1768.9,12503.1,1,4000.9,,814.7,67795,6.56,149.2,502.3,21.18
B75685,3361.7,31449.3,1,9254.1,,1036.4,54735,7.37,181.4,507.4,18.35
B25718,4446.2,45317.1,1,13137.1,,1262.7,49011,8.6,162.2,544.8,26.03
B49113,5678.6,46575.8,1,10948.3,,1136.7,63596,7.68,115.4,385.9,14.52
B10130,6188.4,62420.5,1,12424.3,,1417,67804,8.05,160.2,450.8,16.37
B56412,4986.4,38335.7,0,11176.6,,51.6,79470,12.89,468.2,1375,100
B87264,2888.9,23374.2,0,7075,,2.4,63328,11.1,753.9,2066.3,91.24
B60981,4573.6,40396.7,1,12004.9,,909.1,67928,7.71,153.4,297.4,10.27
B85365,2010.3,18507.2,1,4920.2,,1637.2,69337,7.13,139.2,316.6,8.48
B15333,2880.2,21154.9,1,10953.1,,1578.6,77723,6.47,104.7,257.6,15
B69360,3330.2,31336.2,1,12419.5,,984.1,43697,8.35,69.9,240.6,8.77
B15844,3851.7,30781.8,0,9717.8,,15.7,70148,9.81,496,1297.4,87.28
B33322,2113.6,21615.8,1,7940.5,,1148.2,50551,6.8,93.3,217.3,10.95
B89733,1247,12073.8,0,2979.5,,45.7,75910,10.03,514.8,1163.4,84.84
B59401,1968,19156.5,1,4218.6,,1512.6,73638,6.29,129.6,429.7,10.89
B46114,5389,52150.7,0,10824.1,,56.5,69688,12.4,408.3,921.2,98.05
B57545,7758.4,56610.2,1,18433.4,,862.9,51332,6.42,141.4,381.8,15.65
B13210,4153.5,34542.8,1,11033,,480.1,32596,6.92,105.2,237.8,9.27
B22732,4088,29532.2,1,8880.7,,982.7,65602,8.64,83,340.6,12.7
B71977,4762,40409,1,13256.9,,1675.2,76346,8.99,187.3,666.6,25.76
B60309,3020.8,26523.6,1,8096.6,,1885.6,73786,8.28,96.8,298,11.56
B39070,2502.8,23135.8,0,8176.2,,63.2,56497,9.51,843,2497.1,89.25
B54335,1700.7,16749.4,0,5692.8,,23.4,48448,11.06,526.3,1903,92.09
B83517,4778.9,35896.5,1,15412.7,,1558,64885,7.59,80.2,262.6,11.53
B12525,5020.6,40096.3,1,10978.5,,1002.3,67636,7.76,113.9,363.9,14.24
B39207,2864.4,23910.3,1,9932.2,,1814.5,79961,6.83,163.2,385.2,15.88
B76554,5039.2,41558.6,1,12368.1,,1410.6,50272,7.32,183.7,444.6,12.08
B30207,8899.4,70482,1,22249.5,,1102.3,38078,8.34,89.3,248.2,14.25
B22951,2758,20410.3,1,9611.4,,957.9,39614,6.52,95.3,323.3,10.24
B96914,5676.6,52851.8,1,18840.4,,1832.4,76894,6.8,168.3,568.2,16.08
B39643,4222.2,41003.5,1,11705.1,,886.1,56033,8.58,80,250.9,13.78
B71881,1731.7,14559.6,1,5733.2,,1021.8,57748,6.78,67.9,172.3,4.33
B17910,5230.8,46208.3,1,17216,,1231.2,53141,6.07,244.1,840.4,24.2
B74248,6348.5,63293.4,1,19670.4,,1582.5,73763,7.67,162.4,543.9,15.24
B28428,1726.2,14989.4,0,3441,,71.6,69299,12.53,691.9,2010.2,100
B56294,9020,86036.7,1,21058.1,,1294,67748,7.03,73.2,184.2,12.53
B36608,6309.7,65779.2,1,15857.8,,1527.9,70811,8.28,130.7,412.7,16.21
B56786,6881.6,55346.8,1,22295.6,,1194.2,51568,8.71,78.2,322.9,19.3
B57686,3691.3,24120.5,1,11095.1,,1188.4,80575,6.12,52.3,132,12.84
B26124,300,2245.8,0,800,,63.1,51022,11.91,798.6,2668.8,100
B13839,5570.1,57227.8,0,16665.8,,57.6,56899,12.18,551.1,2044.2,100
B15114,4563.2,29471.1,1,14023.9,,1273.6,58074,8.6,95.7,292.9,8.43
B87159,4059.8,38585.2,0,12029.6,,73.9,67514,9.94,305.7,694.4,82.79
B23715,4980.2,47044.7,1,11644.5,,716,66389,8.59,178.4,352.6,23.92
B77953,8195.1,70876.9,1,15867.4,,1629.3,73526,8.37,151.5,445.9,14.7
B53869,3716.7,32207.4,1,10530.5,,1010.4,65566,7.64,134.4,481.9,16.85
B21123,4463.4,36374.4,1,14124.4,,639.6,58258,7.09,140.9,456.3,15.85
B23267,4128.7,31369,0,12132.3,,56.3,71924,12.97,813.7,2912.1,100
B27142,6181.5,56157.6,1,19362.3,,1147.1,73092,6.14,127,321.4,13.82
B46317,5030.2,47986,1,17860.1,,1317.4,73158,7.72,134.4,429.1,19.84
B85597,4730.5,32914.6,0,12283.4,,39.3,60128,11.02,735.6,1792.6,94.65
B50947,2468.8,22576.8,1,8110.6,,941,68494,6.84,70.2,171.9,3.84
B84565,5181.6,50866.6,1,14400.5,,715.2,55690,8.24,116.8,331.9,19.17
B93514,2930,28699,1,9927,,1236.4,60901,6.84,21.7,67.1,2.41
B74760,5910.7,58011.6,1,15332.5,,772.3,49629,7.5,131.8,470.2,14.57
B49677,8690.4,76524,1,24826.7,,911.5,53199,7.98,79.8,232.6,10.1
B47604,4139.3,28908.7,1,13722,,1050.7,69491,6.43,217.8,629.5,25.8
B62471,6546.1,46006.7,1,12713.6,,1251.3,72839,6.16,130.1,403.4,14.07
B87382,6783.9,52726.7,1,15273.3,,1601.4,66241,6.11,71.9,255.8,13.73
B83523,5017.9,46535.9,1,12091.8,,2253.8,82585,6.11,111.5,258,17.89
B89637,2076.4,16737.4,1,4724.8,,931.2,60766,7.72,51.1,146.8,8.73
B36184,5758,39851.4,1,18884.3,,1086.4,76951,7.41,141.1,320.4,12.69
B48568,3368.1,33658.9,1,10860.3,,745.7,42893,7.01,90.1,331.9,14.18
B88491,7063.7,57328.8,0,14102.5,,30,55173,11.41,615.1,2104.7,99.61
B89252,3750,34358.5,1,8387.6,,1223.8,46605,6.59,104.7,315,14.07
B82510,5334.5,43015.4,1,11475.1,,709.1,46134,8.52,117.3,306.3,12.12
B91512,3201,26535.8,1,7488.1,,1043.9,60935,8.06,137,393.6,21.01
B59244,5651.9,47938.6,1,17185.8,,1106.8,71800,8.21,112,262.8,11.8
B60641,6552.2,52192.9,1,18316.8,,1634.6,61965,6.19,137,422.5,15.63
B47662,4520,37581.8,0,8897.5,,59.9,42808,11.91,503.1,1583.8,96.72
B64614,3506.3,32479.1,1,7989.3,,959.1,56063,6.51,151.9,509.8,10.61
B87186,4282.9,38556.6,1,8755,,975.7,52514,6.06,116.9,313.9,20.24
B29001,3497.2,26471.3,0,7327.5,,25,77003,12.15,662.3,1733.2,95.5
B81105,5428.5,40576.2,0,10687.2,,59.6,88521,11.91,434.3,1138.8,92.45
B27033,2268.3,22680.6,1,6857.6,,868.1,82117,7.89,87.6,218.7,2.44
B47140,3838.6,26849.7,1,8015,,547,51120,8.17,92.2,283.8,16.39
B77652,5782.2,38639.8,0,14538.5,,7,32994,11.57,435.6,1204.7,93.89
